iteration,batch,batch_loss,epoch_loss,elapsed_time
2,4200,0.733078,0.6254,1175.43
2,4250,0.594263,0.625164,1180.44
2,4300,0.568595,0.624857,1185.16
2,4350,0.618885,0.624672,1189.89
2,4400,0.668671,0.624394,1194.5
2,4450,0.740027,0.624042,1199.09
2,4500,0.702235,0.62394,1203.72
2,4550,0.622489,0.623503,1208.63
2,4600,0.745595,0.623231,1213.46
2,4650,0.553569,0.623039,1218.0
2,4700,0.812776,0.622306,1222.72
2,4750,0.792127,0.622186,1227.65
2,4800,0.66988,0.62223,1232.48
2,4850,0.533068,0.62188,1237.44
2,4900,0.473166,0.621517,1241.97
2,4950,0.636839,0.621088,1246.6
2,5000,0.486625,0.62081,1251.29
2,5050,0.584638,0.620456,1255.95
2,5100,0.497031,0.620243,1260.53
2,5150,0.629073,0.6199,1265.09
2,5200,0.700177,0.619742,1269.75
2,5250,0.566841,0.619741,1274.49
2,5300,0.60251,0.619549,1279.43
2,5350,0.477148,0.619112,1284.26
2,5400,0.584758,0.618921,1288.9
2,5450,0.554413,0.618648,1293.47
2,5500,0.689377,0.6185,1298.28
2,5550,0.47788,0.618421,1303.3
2,5600,0.435445,0.618048,1307.98
2,5650,0.611503,0.617811,1312.77
2,5700,0.596398,0.617461,1317.59
2,5750,0.512522,0.617512,1322.33
2,5800,0.497625,0.617332,1327.06
2,5850,0.670656,0.617156,1331.9
2,5900,0.618593,0.616957,1336.63
2,5950,0.59378,0.616755,1341.35
2,6000,0.663132,0.616694,1346.12
2,6050,0.49248,0.616384,1350.88
2,6100,0.781734,0.616352,1355.63
2,6150,0.5413,0.616076,1360.65
2,6200,0.560911,0.615733,1365.72
2,6250,0.396339,0.615538,1370.56
2,6300,0.64971,0.615263,1375.4
2,6350,0.601384,0.614761,1380.19
2,6400,0.468139,0.614551,1385.07
2,6450,0.664359,0.614395,1389.63
2,6500,0.609418,0.614044,1394.21
2,6550,0.613771,0.613671,1398.8
2,6600,0.604519,0.613531,1403.37
2,6650,0.600605,0.613122,1408.06
2,6700,0.613308,0.612948,1412.63
2,6750,0.641,0.612786,1417.37
2,6800,0.607581,0.61259,1422.07
2,6850,0.710316,0.612487,1426.79
2,6900,0.714467,0.612261,1431.49
2,6950,0.720593,0.611858,1436.19
2,7000,0.49796,0.611484,1440.88
2,7050,0.561506,0.611173,1445.64
2,7100,0.759584,0.610954,1450.41
2,7150,0.436485,0.610631,1454.37
2,7200,0.633512,0.610393,1458.25
2,7250,0.700453,0.610147,1462.11
2,7300,0.620844,0.609864,1466.62
2,7350,0.534778,0.609806,1471.32
2,7400,0.360276,0.609318,1475.77
2,7450,0.723669,0.609127,1480.41
2,7500,0.81495,0.609085,1484.88
2,7550,0.579044,0.608871,1489.51
2,7600,0.494417,0.608684,1493.99
2,7650,0.578912,0.608297,1498.49
2,7700,0.567472,0.608173,1502.97
2,7750,0.414307,0.607945,1507.46
2,7800,0.603736,0.607703,1511.95
3,0,0.513682,0.513682,1601.59
3,50,0.625471,0.521748,1606.46
3,100,0.535167,0.532171,1611.24
3,150,0.523939,0.53403,1616.01
3,200,0.612302,0.538623,1620.81
3,250,0.525241,0.540229,1625.83
3,300,0.472082,0.540011,1630.85
3,350,0.698644,0.540863,1635.8
3,400,0.56844,0.540055,1640.78
3,450,0.622752,0.541487,1645.41
3,500,0.596648,0.541956,1649.82
3,550,0.581616,0.541462,1653.66
3,600,0.595212,0.541251,1657.51
3,650,0.436632,0.540821,1661.36
3,700,0.428816,0.538608,1665.82
3,750,0.536775,0.538422,1670.54
3,800,0.413417,0.538028,1675.07
3,850,0.49703,0.537602,1679.57
3,900,0.464839,0.53866,1684.0
3,950,0.580174,0.53984,1688.6
3,1000,0.573089,0.540846,1693.14
3,1050,0.591736,0.540556,1697.73
3,1100,0.454889,0.541032,1702.21
3,1150,0.437157,0.539771,1706.88
3,1200,0.386401,0.540053,1711.79
3,1250,0.652367,0.539746,1716.39
3,1300,0.437268,0.540292,1720.35
3,1350,0.589562,0.540267,1724.26
3,1400,0.634403,0.540276,1728.17
3,1450,0.515253,0.5398,1732.09
3,1500,0.692548,0.539361,1735.97
3,1550,0.470621,0.539379,1739.83
3,1600,0.522987,0.538903,1743.67
3,1650,0.709526,0.538672,1747.54
3,1700,0.440155,0.539695,1751.61
3,1750,0.518776,0.540202,1755.93
3,1800,0.699764,0.54018,1760.42
3,1850,0.440226,0.539964,1764.91
3,1900,0.562607,0.54002,1769.41
3,1950,0.543768,0.539805,1773.97
3,2000,0.54369,0.540486,1778.87
3,2050,0.437943,0.540031,1783.47
3,2100,0.457947,0.540107,1788.3
3,2150,0.510215,0.539904,1793.21
3,2200,0.52943,0.539519,1797.76
3,2250,0.392305,0.539448,1802.58
3,2300,0.465327,0.539481,1807.34
3,2350,0.527546,0.538999,1812.04
3,2400,0.588981,0.539013,1816.72
3,2450,0.425228,0.539118,1820.96
3,2500,0.537476,0.538635,1825.0
3,2550,0.500996,0.53864,1829.02
3,2600,0.511493,0.538281,1833.02
3,2650,0.352486,0.538243,1837.0
3,2700,0.554976,0.538516,1840.86
3,2750,0.391877,0.538474,1844.68
3,2800,0.530261,0.538651,1848.49
3,2850,0.570078,0.539199,1852.3
3,2900,0.561308,0.538968,1856.11
3,2950,0.445851,0.538998,1859.92
3,3000,0.4244,0.53858,1863.73
3,3050,0.53531,0.538551,1867.53
3,3100,0.440126,0.53839,1871.34
3,3150,0.589369,0.538332,1875.15
3,3200,0.577563,0.538069,1878.95
3,3250,0.499668,0.53771,1882.79
3,3300,0.560024,0.537694,1886.61
3,3350,0.493334,0.537574,1890.48
3,3400,0.699511,0.537262,1894.35
3,3450,0.501182,0.537517,1898.2
3,3500,0.498345,0.537358,1902.09
3,3550,0.607454,0.537418,1905.92
3,3600,0.600364,0.537221,1909.75
3,3650,0.594991,0.53734,1913.56
3,3700,0.548565,0.537325,1917.38
3,3750,0.503564,0.536932,1921.2
3,3800,0.563683,0.536631,1925.04
3,3850,0.612556,0.536377,1929.19
3,3900,0.379939,0.536345,1934.03
3,3950,0.51379,0.536353,1938.61
3,4000,0.483719,0.536375,1943.16
3,4050,0.351152,0.536393,1947.89
3,4100,0.512223,0.536143,1952.89
3,4150,0.539022,0.53587,1957.82
3,4200,0.561074,0.536015,1962.48
3,4250,0.39356,0.536251,1966.39
3,4300,0.523713,0.536052,1970.3
3,4350,0.516753,0.536133,1974.18
3,4400,0.567286,0.536028,1978.06
3,4450,0.385104,0.536054,1981.94
3,4500,0.44232,0.535949,1985.8
3,4550,0.4712,0.536162,1989.65
3,4600,0.48191,0.536014,1993.49
3,4650,0.671866,0.535953,1997.31
3,4700,0.633681,0.535861,2001.12
3,4750,0.566264,0.535885,2004.92
3,4800,0.414457,0.53564,2008.73
3,4850,0.661956,0.535565,2012.76
3,4900,0.581903,0.53548,2017.32
3,4950,0.629445,0.535319,2021.83
3,5000,0.485659,0.535223,2026.35
3,5050,0.541238,0.535174,2030.87
3,5100,0.625055,0.535194,2035.65
3,5150,0.612704,0.535045,2040.14
3,5200,0.500968,0.534908,2044.68
3,5250,0.37839,0.53472,2049.36
3,5300,0.524796,0.534482,2054.1
3,5350,0.646,0.534264,2058.72
3,5400,0.405152,0.533971,2063.33
3,5450,0.522056,0.533887,2068.12
3,5500,0.681715,0.533621,2072.94
3,5550,0.489555,0.533767,2077.66
3,5600,0.419555,0.533712,2082.12
3,5650,0.521367,0.533649,2086.11
3,5700,0.514738,0.533614,2090.06
3,5750,0.619645,0.533637,2094.0
3,5800,0.587431,0.533598,2097.87
3,5850,0.600071,0.53349,2102.03
3,5900,0.508214,0.533345,2106.55
3,5950,0.432135,0.533326,2111.06
3,6000,0.422942,0.533246,2115.64
3,6050,0.499063,0.533164,2120.17
3,6100,0.632989,0.533297,2124.61
3,6150,0.399466,0.533139,2129.28
3,6200,0.43736,0.533174,2134.06
3,6250,0.525846,0.533202,2138.76
3,6300,0.656551,0.533094,2143.5
3,6350,0.491131,0.53297,2148.13
3,6400,0.574068,0.532998,2152.76
3,6450,0.417702,0.53284,2157.5
3,6500,0.434094,0.53268,2162.12
3,6550,0.605982,0.532586,2166.76
3,6600,0.544078,0.532639,2171.29
3,6650,0.48519,0.532586,2176.06
3,6700,0.537639,0.532559,2180.69
3,6750,0.705814,0.532555,2185.46
3,6800,0.461979,0.532454,2190.26
3,6850,0.375363,0.532362,2194.93
3,6900,0.641783,0.532207,2199.58
3,6950,0.668069,0.532179,2204.74
3,7000,0.523808,0.532145,2209.59
3,7050,0.447188,0.532132,2214.26
3,7100,0.496271,0.532008,2218.91
3,7150,0.460521,0.532058,2223.75
3,7200,0.532606,0.53183,2228.62
3,7250,0.660153,0.531763,2233.23
3,7300,0.450146,0.531597,2237.85
3,7350,0.489744,0.53153,2242.67
3,7400,0.610809,0.53133,2247.48
3,7450,0.421346,0.531523,2252.31
3,7500,0.483213,0.531432,2257.04
3,7550,0.473841,0.531192,2261.9
3,7600,0.564017,0.530992,2266.96
3,7650,0.551184,0.53087,2271.82
3,7700,0.45093,0.530865,2276.65
3,7750,0.710344,0.530824,2281.53
3,7800,0.507596,0.530648,2286.3
4,0,0.365047,0.365047,2369.64
4,50,0.291482,0.472766,2374.52
4,100,0.311823,0.475719,2379.34
4,150,0.400398,0.479836,2384.02
4,200,0.430268,0.480819,2389.06
4,250,0.518726,0.48115,2394.03
4,300,0.457036,0.478033,2398.89
4,350,0.336581,0.478939,2403.74
4,400,0.811656,0.47992,2408.39
4,450,0.525377,0.482807,2413.42
4,500,0.571649,0.48382,2418.28
4,550,0.485781,0.48504,2423.1
4,600,0.439033,0.485035,2428.0
4,650,0.480443,0.486121,2432.78
4,700,0.48829,0.486814,2437.68
4,750,0.415423,0.487,2442.51
4,800,0.386006,0.485916,2447.39
4,850,0.449561,0.484703,2452.38
4,900,0.473887,0.48448,2457.23
4,950,0.38319,0.485038,2462.03
4,1000,0.316644,0.485605,2466.62
4,1050,0.556214,0.485836,2471.21
4,1100,0.52869,0.486168,2475.9
4,1150,0.559453,0.487078,2480.7
4,1200,0.441961,0.486641,2485.45
4,1250,0.505084,0.486442,2490.35
4,1300,0.350534,0.486848,2495.26
4,1350,0.494782,0.486564,2499.82
4,1400,0.459852,0.48563,2504.63
4,1450,0.403764,0.48615,2509.95
4,1500,0.461241,0.486488,2515.3
4,1550,0.66467,0.486936,2520.78
4,1600,0.505558,0.486302,2526.28
4,1650,0.451548,0.486308,2531.78
4,1700,0.389748,0.48635,2537.31
4,1750,0.499157,0.486875,2542.83
4,1800,0.478914,0.486976,2548.49
4,1850,0.431352,0.486945,2554.04
4,1900,0.40999,0.487299,2559.6
4,1950,0.469393,0.488146,2565.33
4,2000,0.535296,0.488315,2570.69
4,2050,0.47399,0.488263,2575.49
4,2100,0.481643,0.488514,2580.66
4,2150,0.484339,0.488859,2586.09
4,2200,0.579294,0.489264,2591.39
4,2250,0.36822,0.48918,2596.74
4,2300,0.52546,0.489575,2602.22
4,2350,0.52938,0.489486,2607.58
4,2400,0.473426,0.489537,2613.0
4,2450,0.486764,0.489913,2618.71
4,2500,0.559995,0.489891,2624.44
4,2550,0.338828,0.48948,2629.39
4,2600,0.582023,0.489108,2634.91
4,2650,0.639006,0.489647,2640.4
4,2700,0.618937,0.489594,2645.49
4,2750,0.702062,0.489716,2650.94
4,2800,0.428793,0.489258,2656.44
4,2850,0.379617,0.489118,2661.91
4,2900,0.388426,0.489112,2667.54
4,2950,0.462971,0.489063,2673.2
4,3000,0.533622,0.489387,2678.81
4,3050,0.655029,0.489503,2684.43
4,3100,0.500844,0.489852,2690.03
4,3150,0.552412,0.489681,2695.64
4,3200,0.509319,0.490035,2701.25
4,3250,0.555693,0.48983,2706.92
4,3300,0.500369,0.489625,2712.6
4,3350,0.44212,0.489639,2718.38
4,3400,0.42375,0.489824,2724.19
4,3450,0.566004,0.489668,2730.0
4,3500,0.430127,0.48982,2735.8
4,3550,0.439103,0.489591,2741.53
4,3600,0.562435,0.489618,2747.34
4,3650,0.375841,0.489581,2753.15
4,3700,0.494059,0.489339,2758.95
4,3750,0.574054,0.489505,2764.76
4,3800,0.535204,0.489592,2770.5
4,3850,0.442775,0.489649,2776.31
4,3900,0.352136,0.48958,2782.14
4,3950,0.476247,0.489331,2787.95
4,4000,0.433783,0.489282,2793.77
4,4050,0.52051,0.489497,2799.57
4,4100,0.5155,0.489652,2805.39
4,4150,0.463111,0.489875,2811.17
4,4200,0.453948,0.489626,2816.95
4,4250,0.461543,0.489414,2822.73
4,4300,0.264241,0.48915,2828.51
4,4350,0.716543,0.489036,2834.28
4,4400,0.388345,0.489125,2840.02
4,4450,0.444953,0.48905,2845.81
4,4500,0.387494,0.488976,2851.6
4,4550,0.570731,0.488841,2857.44
4,4600,0.548786,0.488713,2863.24
4,4650,0.540119,0.488681,2868.97
4,4700,0.382794,0.488687,2874.76
4,4750,0.416444,0.488674,2880.56
4,4800,0.387778,0.488545,2886.37
4,4850,0.591102,0.488241,2892.15
4,4900,0.600499,0.488415,2897.91
4,4950,0.479432,0.488629,2903.44
4,5000,0.568501,0.488511,2909.11
4,5050,0.548028,0.488469,2914.76
4,5100,0.447421,0.488455,2920.42
4,5150,0.425899,0.488181,2926.06
4,5200,0.441808,0.488101,2931.17
4,5250,0.551374,0.488132,2935.04
4,5300,0.483241,0.488044,2938.94
4,5350,0.536006,0.48807,2942.83
4,5400,0.444784,0.487934,2946.71
4,5450,0.463844,0.487832,2950.57
4,5500,0.480671,0.487878,2954.4
4,5550,0.496518,0.487799,2958.24
4,5600,0.617973,0.487848,2962.04
4,5650,0.432533,0.488042,2965.85
4,5700,0.521493,0.488022,2969.66
4,5750,0.353757,0.487997,2973.48
4,5800,0.445759,0.488078,2977.28
4,5850,0.412241,0.487922,2981.09
4,5900,0.519635,0.487785,2984.89
4,5950,0.592669,0.487861,2988.69
4,6000,0.48255,0.488006,2992.5
4,6050,0.420105,0.487795,2996.31
4,6100,0.601666,0.487897,3000.14
4,6150,0.342554,0.487763,3003.95
4,6200,0.446304,0.48765,3007.76
4,6250,0.637854,0.487849,3011.56
4,6300,0.565194,0.487732,3015.38
4,6350,0.567348,0.487653,3019.18
4,6400,0.563017,0.487567,3022.96
4,6450,0.676983,0.487619,3026.76
4,6500,0.524802,0.487554,3030.56
4,6550,0.392323,0.487354,3034.38
4,6600,0.550801,0.487396,3038.2
4,6650,0.415001,0.487385,3042.0
4,6700,0.548155,0.48728,3045.84
4,6750,0.581471,0.487299,3049.63
4,6800,0.47713,0.487233,3053.43
4,6850,0.354236,0.487233,3057.24
4,6900,0.314446,0.487368,3061.02
4,6950,0.504697,0.48731,3064.85
4,7000,0.587727,0.487176,3069.43
4,7050,0.478666,0.487234,3074.85
4,7100,0.352852,0.487152,3080.5
4,7150,0.46916,0.487158,3086.17
4,7200,0.376105,0.487067,3091.84
4,7250,0.50009,0.487071,3097.5
4,7300,0.550677,0.487074,3103.16
4,7350,0.545269,0.487081,3108.28
4,7400,0.434153,0.487006,3112.15
4,7450,0.382539,0.486778,3116.0
4,7500,0.45722,0.486694,3119.83
4,7550,0.385189,0.486548,3123.66
4,7600,0.601233,0.486531,3127.48
4,7650,0.586795,0.486397,3131.33
4,7700,0.338287,0.486282,3135.17
4,7750,0.458414,0.486339,3139.01
4,7800,0.502453,0.486166,3142.86
5,0,0.531322,0.531322,3231.36
5,50,0.370974,0.466085,3237.22
5,100,0.29752,0.454603,3243.0
5,150,0.467486,0.450252,3248.75
5,200,0.596649,0.451306,3254.53
5,250,0.548113,0.450591,3260.3
5,300,0.526168,0.450794,3265.35
5,350,0.438245,0.448961,3270.18
5,400,0.524588,0.446874,3275.14
5,450,0.435972,0.446257,3279.65
5,500,0.413293,0.448686,3283.47
5,550,0.44101,0.448902,3287.29
5,600,0.422076,0.448244,3291.11
5,650,0.539736,0.447784,3294.96
5,700,0.3999,0.447844,3298.8
5,750,0.36413,0.448137,3302.65
5,800,0.505844,0.448889,3306.5
5,850,0.475236,0.450173,3310.35
5,900,0.282959,0.451285,3314.21
5,950,0.513241,0.450525,3318.03
5,1000,0.570427,0.45057,3321.85
5,1050,0.368162,0.451035,3325.66
5,1100,0.471716,0.450831,3329.5
5,1150,0.414168,0.451776,3333.31
5,1200,0.464203,0.452076,3337.11
5,1250,0.320808,0.451038,3340.93
5,1300,0.393178,0.451298,3344.75
5,1350,0.414545,0.451141,3348.56
5,1400,0.313657,0.450495,3352.39
5,1450,0.527596,0.450366,3356.18
5,1500,0.40345,0.45036,3360.0
5,1550,0.432707,0.450368,3364.99
5,1600,0.422039,0.449744,3370.55
5,1650,0.460253,0.449933,3376.13
5,1700,0.426835,0.449816,3381.71
5,1750,0.286787,0.449969,3387.27
5,1800,0.506092,0.450231,3392.32
5,1850,0.486304,0.450688,3397.2
5,1900,0.458063,0.450592,3402.66
5,1950,0.492078,0.4507,3408.22
5,2000,0.358153,0.450733,3413.72
5,2050,0.525005,0.450602,3419.19
5,2100,0.347693,0.450516,3424.67
5,2150,0.365268,0.450824,3430.18
5,2200,0.397538,0.45101,3435.84
5,2250,0.543481,0.451144,3441.52
5,2300,0.505713,0.451294,3447.22
5,2350,0.427074,0.451215,3452.92
5,2400,0.425542,0.451373,3458.08
5,2450,0.293135,0.451587,3462.63
5,2500,0.445656,0.451187,3467.95
5,2550,0.431854,0.451428,3473.3
5,2600,0.514183,0.451444,3478.69
5,2650,0.458619,0.451889,3484.27
5,2700,0.508394,0.451858,3489.92
5,2750,0.32329,0.452012,3495.57
5,2800,0.581435,0.4521,3501.25
5,2850,0.387294,0.45231,3506.91
5,2900,0.338001,0.452094,3512.44
5,2950,0.55296,0.452171,3518.06
5,3000,0.38866,0.452619,3523.71
5,3050,0.35554,0.452508,3529.35
5,3100,0.647949,0.452779,3534.93
5,3150,0.515768,0.45282,3539.77
5,3200,0.52831,0.452839,3545.17
5,3250,0.532618,0.452818,3550.6
5,3300,0.621074,0.453562,3555.38
5,3350,0.374347,0.453267,3560.54
5,3400,0.511486,0.453403,3566.01
5,3450,0.542688,0.453398,3571.47
5,3500,0.524408,0.453557,3576.94
5,3550,0.466513,0.453824,3582.4
5,3600,0.414826,0.453779,3587.86
5,3650,0.530675,0.453834,3593.3
5,3700,0.458436,0.453766,3598.76
5,3750,0.433084,0.453716,3604.2
5,3800,0.395275,0.453866,3609.67
5,3850,0.349278,0.453561,3615.13
5,3900,0.346264,0.453712,3620.58
5,3950,0.330777,0.453521,3626.06
5,4000,0.423845,0.453583,3631.49
5,4050,0.340952,0.453668,3636.96
5,4100,0.472729,0.453938,3642.52
5,4150,0.419489,0.453839,3646.52
