iteration,batch,batch_loss,epoch_loss,elapsed_time
5,4200,0.497772,0.453863,3650.42
5,4250,0.587009,0.453843,3654.33
5,4300,0.57183,0.453733,3658.34
5,4350,0.340748,0.453948,3662.85
5,4400,0.473641,0.454122,3667.89
5,4450,0.539135,0.454203,3673.17
5,4500,0.51744,0.454464,3678.43
5,4550,0.214804,0.454664,3683.68
5,4600,0.386989,0.454708,3689.13
5,4650,0.392979,0.45476,3694.87
5,4700,0.482156,0.454817,3700.66
5,4750,0.380144,0.454787,3706.35
5,4800,0.346746,0.454981,3711.45
5,4850,0.533167,0.455014,3716.92
5,4900,0.57982,0.45498,3722.5
5,4950,0.475505,0.455011,3728.07
5,5000,0.369224,0.455054,3733.58
5,5050,0.386997,0.455184,3739.15
5,5100,0.380592,0.455077,3744.81
5,5150,0.437289,0.455185,3750.55
5,5200,0.339222,0.455065,3756.27
5,5250,0.499981,0.455305,3761.98
5,5300,0.430127,0.455366,3767.66
5,5350,0.491373,0.455342,3773.4
5,5400,0.477936,0.455432,3779.12
5,5450,0.321593,0.455483,3784.64
5,5500,0.607574,0.455661,3789.39
5,5550,0.481705,0.45572,3794.02
5,5600,0.547207,0.455809,3798.71
5,5650,0.449428,0.455887,3803.48
5,5700,0.612718,0.455922,3808.01
5,5750,0.402425,0.455862,3812.09
5,5800,0.364851,0.455896,3816.07
5,5850,0.48828,0.455785,3820.06
5,5900,0.460756,0.455856,3824.04
5,5950,0.344822,0.455851,3827.99
5,6000,0.304924,0.455792,3831.95
5,6050,0.358083,0.455713,3835.91
5,6100,0.274828,0.455914,3839.89
5,6150,0.530208,0.455906,3843.83
5,6200,0.401513,0.455896,3847.76
5,6250,0.454699,0.455942,3851.69
5,6300,0.49676,0.455832,3855.58
5,6350,0.392035,0.455874,3859.45
5,6400,0.474505,0.455923,3863.32
5,6450,0.378657,0.456091,3867.18
5,6500,0.342496,0.456061,3871.15
5,6550,0.336343,0.455865,3875.0
5,6600,0.307537,0.455763,3878.86
5,6650,0.609966,0.455962,3882.72
5,6700,0.348958,0.455823,3886.59
5,6750,0.54559,0.455822,3890.44
5,6800,0.425527,0.45598,3894.25
5,6850,0.395567,0.456053,3898.06
5,6900,0.417858,0.456187,3901.88
5,6950,0.423246,0.456228,3905.7
5,7000,0.677613,0.45624,3909.52
5,7050,0.500786,0.456268,3913.34
5,7100,0.442935,0.45612,3917.81
5,7150,0.536479,0.456199,3923.24
5,7200,0.455527,0.456245,3928.88
5,7250,0.402029,0.456239,3934.52
5,7300,0.346968,0.456052,3940.16
5,7350,0.363817,0.456008,3945.74
5,7400,0.316282,0.455914,3951.39
5,7450,0.311955,0.455897,3957.02
5,7500,0.459959,0.455812,3962.65
5,7550,0.622495,0.455745,3968.28
5,7600,0.655018,0.455614,3973.86
5,7650,0.482424,0.455611,3979.48
5,7700,0.344551,0.455492,3985.13
5,7750,0.423806,0.455523,3990.78
5,7800,0.471334,0.455433,3996.42
6,0,0.562636,0.562636,4107.37
6,50,0.323458,0.407216,4113.3
6,100,0.451897,0.420041,4119.2
6,150,0.313801,0.42545,4125.11
6,200,0.568656,0.42258,4131.02
6,250,0.4443,0.422319,4136.93
6,300,0.4096,0.4228,4142.85
6,350,0.698158,0.42243,4148.77
6,400,0.391466,0.420634,4154.69
6,450,0.405014,0.421967,4160.59
6,500,0.361778,0.422826,4166.06
6,550,0.422269,0.423568,4171.69
6,600,0.62217,0.423326,4177.06
6,650,0.399028,0.424547,4182.06
6,700,0.555459,0.424868,4187.8
6,750,0.365325,0.425048,4192.94
6,800,0.411431,0.425433,4197.79
6,850,0.551136,0.426155,4203.34
6,900,0.431001,0.427397,4208.93
6,950,0.561235,0.427364,4214.5
6,1000,0.243205,0.42738,4220.07
6,1050,0.432198,0.427147,4225.68
6,1100,0.350709,0.427246,4231.32
6,1150,0.434469,0.427313,4237.05
6,1200,0.410917,0.427646,4242.77
6,1250,0.40538,0.428036,4248.42
6,1300,0.274246,0.427981,4254.15
6,1350,0.499852,0.42843,4259.87
6,1400,0.373554,0.427995,4265.6
6,1450,0.384854,0.427972,4270.93
6,1500,0.383337,0.428126,4275.55
6,1550,0.516894,0.428533,4280.29
6,1600,0.573985,0.428648,4285.84
6,1650,0.508087,0.428739,4291.63
6,1700,0.683009,0.429029,4297.3
6,1750,0.509002,0.428942,4303.12
6,1800,0.344108,0.429333,4307.32
6,1850,0.493565,0.42918,4311.22
6,1900,0.369033,0.428978,4315.1
6,1950,0.41903,0.428777,4318.99
6,2000,0.280986,0.428887,4322.86
6,2050,0.494726,0.428808,4326.73
6,2100,0.460024,0.428887,4330.61
6,2150,0.370902,0.428801,4334.49
6,2200,0.412601,0.428505,4338.37
6,2250,0.332239,0.428543,4342.28
6,2300,0.541481,0.428751,4346.2
6,2350,0.476034,0.428753,4350.17
6,2400,0.319026,0.428369,4354.06
6,2450,0.365124,0.428249,4357.97
6,2500,0.290201,0.428583,4361.85
6,2550,0.506655,0.428754,4365.73
6,2600,0.513642,0.42889,4369.6
6,2650,0.488146,0.428746,4373.47
6,2700,0.339588,0.428667,4377.34
6,2750,0.453117,0.42885,4381.17
6,2800,0.333957,0.428507,4384.98
6,2850,0.364491,0.428418,4388.79
6,2900,0.534269,0.428483,4392.59
6,2950,0.394182,0.428633,4396.4
6,3000,0.599991,0.428596,4400.21
6,3050,0.481864,0.428788,4404.03
6,3100,0.594909,0.428773,4407.85
6,3150,0.375898,0.428897,4411.68
6,3200,0.485366,0.428856,4415.5
6,3250,0.363711,0.428777,4419.31
6,3300,0.448895,0.429174,4423.12
6,3350,0.490844,0.429252,4426.93
6,3400,0.428964,0.429414,4430.75
6,3450,0.454293,0.42981,4434.56
6,3500,0.364154,0.429759,4438.43
6,3550,0.485017,0.429704,4442.3
6,3600,0.626985,0.429775,4446.18
6,3650,0.47311,0.430003,4450.07
6,3700,0.425008,0.43015,4453.94
6,3750,0.290241,0.43004,4457.79
6,3800,0.321875,0.430022,4461.65
6,3850,0.490776,0.429774,4465.52
6,3900,0.477993,0.429604,4469.68
6,3950,0.443698,0.429638,4473.62
6,4000,0.519806,0.429718,4477.53
6,4050,0.354318,0.429867,4481.45
6,4100,0.392447,0.430138,4485.37
6,4150,0.263642,0.430407,4489.27
6,4200,0.512654,0.430346,4493.14
6,4250,0.330464,0.430511,4497.1
6,4300,0.623146,0.430561,4502.32
6,4350,0.43425,0.430608,4507.51
6,4400,0.344978,0.430528,4512.73
6,4450,0.368659,0.430577,4518.08
6,4500,0.332048,0.430431,4523.04
6,4550,0.458857,0.430429,4527.83
6,4600,0.523307,0.430417,4532.48
6,4650,0.332257,0.430366,4537.79
6,4700,0.44018,0.430407,4542.95
6,4750,0.332431,0.430193,4547.89
6,4800,0.413746,0.430135,4553.39
6,4850,0.454695,0.430158,4558.81
6,4900,0.450074,0.429954,4563.64
6,4950,0.475367,0.430007,4568.3
6,5000,0.497105,0.430275,4573.03
6,5050,0.547144,0.430296,4577.79
6,5100,0.519161,0.43036,4582.58
6,5150,0.439345,0.430425,4587.38
6,5200,0.41964,0.430546,4592.36
6,5250,0.375087,0.430723,4597.88
6,5300,0.474658,0.430721,4603.22
6,5350,0.329474,0.430536,4608.11
6,5400,0.382956,0.430668,4613.11
6,5450,0.287341,0.430794,4617.1
6,5500,0.598421,0.430831,4621.06
6,5550,0.416858,0.430658,4625.01
6,5600,0.5109,0.430889,4628.95
6,5650,0.477637,0.430838,4632.85
6,5700,0.291799,0.431041,4636.74
6,5750,0.452849,0.431091,4640.63
6,5800,0.354974,0.431043,4644.5
6,5850,0.4973,0.431224,4648.4
6,5900,0.441734,0.431326,4652.26
6,5950,0.420967,0.431395,4656.12
6,6000,0.559448,0.431565,4660.28
6,6050,0.403912,0.43163,4665.15
6,6100,0.608751,0.431604,4670.65
6,6150,0.418539,0.431505,4676.2
6,6200,0.552047,0.431493,4681.74
6,6250,0.350492,0.431528,4687.26
6,6300,0.37808,0.431503,4692.79
6,6350,0.496327,0.431453,4698.33
6,6400,0.348326,0.431491,4703.88
6,6450,0.70523,0.431446,4709.58
6,6500,0.520795,0.431531,4715.21
6,6550,0.304544,0.4315,4720.9
6,6600,0.406402,0.43146,4726.58
6,6650,0.43999,0.431653,4732.27
6,6700,0.616519,0.431775,4737.96
6,6750,0.451738,0.431785,4743.62
6,6800,0.551821,0.431567,4749.32
6,6850,0.317136,0.431655,4755.03
6,6900,0.423159,0.431714,4760.47
6,6950,0.274108,0.431672,4765.29
6,7000,0.344359,0.431717,4770.19
6,7050,0.375005,0.431757,4775.06
6,7100,0.4079,0.431843,4780.02
6,7150,0.408201,0.431905,4785.4
6,7200,0.478,0.431934,4790.79
6,7250,0.471158,0.431823,4796.17
6,7300,0.544307,0.431774,4801.55
6,7350,0.329235,0.431849,4807.06
6,7400,0.516944,0.431933,4812.62
6,7450,0.38032,0.431966,4818.18
6,7500,0.467109,0.431911,4823.76
6,7550,0.527531,0.431916,4829.35
6,7600,0.515302,0.431839,4834.92
6,7650,0.369398,0.431774,4840.5
6,7700,0.571229,0.431685,4846.29
6,7750,0.40819,0.431662,4852.09
6,7800,0.412793,0.431602,4857.89
7,0,0.32998,0.32998,4959.86
7,50,0.3122,0.4168,4965.0
7,100,0.546207,0.411519,4970.65
7,150,0.498642,0.405493,4976.43
7,200,0.320539,0.406646,4982.21
7,250,0.430124,0.404969,4987.93
7,300,0.428923,0.403421,4993.64
7,350,0.342937,0.401598,4998.21
7,400,0.48712,0.401738,5002.63
7,450,0.439508,0.400662,5007.59
7,500,0.429412,0.400802,5012.38
7,550,0.284166,0.400842,5017.0
7,600,0.273374,0.400761,5021.38
7,650,0.335993,0.402279,5026.61
7,700,0.435456,0.402424,5032.22
7,750,0.220669,0.402518,5037.85
7,800,0.450669,0.404019,5043.51
7,850,0.26961,0.403094,5049.19
7,900,0.350593,0.40376,5054.89
7,950,0.407652,0.403236,5060.58
7,1000,0.402908,0.404831,5066.25
7,1050,0.176791,0.404101,5071.86
7,1100,0.430379,0.40524,5077.54
7,1150,0.391198,0.406448,5082.67
7,1200,0.296702,0.40635,5087.04
7,1250,0.404144,0.405842,5091.36
7,1300,0.429817,0.405875,5095.47
7,1350,0.479654,0.406752,5099.34
7,1400,0.308219,0.406998,5103.21
7,1450,0.417845,0.407044,5107.09
7,1500,0.427899,0.408459,5110.95
7,1550,0.286468,0.408746,5114.74
7,1600,0.348437,0.409647,5118.54
7,1650,0.427617,0.40945,5122.36
7,1700,0.510991,0.409161,5126.42
7,1750,0.261311,0.409373,5130.59
7,1800,0.549491,0.409509,5134.7
7,1850,0.40891,0.409879,5138.81
7,1900,0.453315,0.409444,5143.01
7,1950,0.532731,0.409686,5147.13
7,2000,0.335863,0.409616,5151.26
7,2050,0.404734,0.409277,5155.35
7,2100,0.455094,0.409938,5159.42
7,2150,0.388422,0.409858,5163.49
7,2200,0.476876,0.410019,5167.58
7,2250,0.427333,0.410468,5171.66
7,2300,0.432452,0.410437,5175.73
7,2350,0.431823,0.410656,5179.78
7,2400,0.376416,0.410836,5183.85
7,2450,0.41443,0.410676,5187.98
7,2500,0.476994,0.410589,5192.11
7,2550,0.406061,0.410568,5196.23
7,2600,0.322192,0.410323,5200.32
7,2650,0.410923,0.410186,5204.38
7,2700,0.445238,0.410419,5208.44
7,2750,0.489599,0.410326,5212.57
7,2800,0.438328,0.410495,5216.69
7,2850,0.42846,0.410585,5220.78
7,2900,0.437805,0.410549,5224.86
7,2950,0.376769,0.41043,5228.96
7,3000,0.429848,0.410373,5233.05
7,3050,0.343615,0.410648,5237.09
7,3100,0.564008,0.410602,5241.19
7,3150,0.380037,0.410546,5245.28
7,3200,0.430383,0.410555,5249.42
7,3250,0.490757,0.410522,5253.78
7,3300,0.596127,0.410457,5258.02
7,3350,0.547044,0.410448,5262.2
7,3400,0.362122,0.410357,5266.69
7,3450,0.561984,0.41054,5271.04
7,3500,0.379079,0.410349,5275.26
7,3550,0.358615,0.410244,5279.47
7,3600,0.495234,0.41037,5283.67
7,3650,0.434663,0.410363,5287.87
7,3700,0.466205,0.410304,5292.12
7,3750,0.51187,0.410221,5296.29
7,3800,0.21777,0.410295,5300.49
7,3850,0.371062,0.410667,5304.54
7,3900,0.356283,0.410828,5308.47
7,3950,0.459587,0.411011,5312.37
7,4000,0.410028,0.410983,5316.26
7,4050,0.50486,0.41083,5320.15
7,4100,0.30138,0.410836,5324.02
7,4150,0.382568,0.410891,5327.87
7,4200,0.382655,0.411069,5331.67
7,4250,0.358152,0.411417,5335.79
7,4300,0.542249,0.411475,5339.96
7,4350,0.369037,0.411537,5344.09
7,4400,0.400322,0.411584,5348.15
7,4450,0.389546,0.411441,5352.2
7,4500,0.341236,0.411421,5356.29
7,4550,0.297985,0.411338,5360.39
7,4600,0.524792,0.411323,5364.54
7,4650,0.560428,0.411533,5368.65
7,4700,0.365354,0.411687,5372.77
7,4750,0.400036,0.41161,5376.89
7,4800,0.457731,0.411601,5381.04
7,4850,0.415573,0.411568,5385.12
7,4900,0.449511,0.411744,5389.19
7,4950,0.380593,0.411761,5393.24
7,5000,0.345597,0.411674,5397.28
7,5050,0.320942,0.41179,5401.3
7,5100,0.464187,0.412029,5405.2
7,5150,0.431179,0.412057,5409.02
7,5200,0.474081,0.412179,5412.86
7,5250,0.575156,0.412147,5416.69
7,5300,0.414249,0.412287,5420.51
7,5350,0.311089,0.412238,5424.36
7,5400,0.497499,0.412357,5428.18
7,5450,0.259898,0.412209,5432.01
7,5500,0.285984,0.412174,5435.85
7,5550,0.389047,0.412095,5439.68
7,5600,0.445363,0.412085,5443.49
7,5650,0.474113,0.412262,5447.32
7,5700,0.371804,0.412457,5451.14
7,5750,0.354945,0.41258,5454.95
7,5800,0.441706,0.412503,5458.77
7,5850,0.354454,0.412479,5462.59
7,5900,0.412452,0.41251,5466.4
7,5950,0.544558,0.412299,5470.22
7,6000,0.307767,0.412266,5474.03
7,6050,0.544278,0.412279,5477.83
7,6100,0.417886,0.412385,5481.67
7,6150,0.375427,0.412394,5485.55
7,6200,0.26286,0.412526,5489.4
7,6250,0.36769,0.412553,5493.26
7,6300,0.335365,0.41262,5497.1
7,6350,0.565275,0.412735,5500.91
7,6400,0.426787,0.412771,5504.72
7,6450,0.4587,0.412693,5508.52
7,6500,0.43747,0.412774,5512.38
7,6550,0.245007,0.412896,5516.19
7,6600,0.282513,0.412901,5520.03
7,6650,0.46775,0.412985,5523.86
7,6700,0.34272,0.413072,5527.7
7,6750,0.387428,0.413103,5531.54
7,6800,0.426111,0.413133,5535.36
7,6850,0.472404,0.413163,5539.16
7,6900,0.470669,0.41312,5542.97
7,6950,0.391195,0.413089,5546.8
7,7000,0.414722,0.413115,5550.63
7,7050,0.344594,0.413075,5554.46
7,7100,0.524648,0.413027,5558.27
7,7150,0.535392,0.412991,5562.09
7,7200,0.358693,0.413023,5565.9
7,7250,0.330408,0.412952,5569.71
7,7300,0.491519,0.412973,5573.52
7,7350,0.472206,0.413112,5577.33
7,7400,0.346241,0.413121,5581.26
7,7450,0.448145,0.413185,5585.34
7,7500,0.309795,0.413194,5589.42
7,7550,0.517937,0.413217,5593.49
7,7600,0.622201,0.413184,5597.55
7,7650,0.290859,0.413243,5601.64
7,7700,0.422554,0.413219,5605.73
7,7750,0.450343,0.41328,5609.89
7,7800,0.303585,0.413182,5613.93
8,0,0.538498,0.538498,5691.15
8,50,0.453478,0.380501,5695.22
8,100,0.394855,0.383589,5699.12
8,150,0.205309,0.378832,5703.0
8,200,0.374963,0.381111,5706.94
8,250,0.38864,0.383895,5710.84
8,300,0.36422,0.386595,5714.75
8,350,0.45225,0.386564,5718.66
8,400,0.350511,0.387816,5722.58
8,450,0.407944,0.386279,5726.44
8,500,0.348612,0.385189,5730.3
8,550,0.256036,0.385968,5734.16
8,600,0.512918,0.386465,5738.01
8,650,0.628895,0.387591,5741.84
8,700,0.384909,0.386859,5745.65
8,750,0.322954,0.386323,5749.46
8,800,0.26195,0.387093,5753.27
8,850,0.388324,0.386574,5757.1
8,900,0.309961,0.386575,5760.92
8,950,0.429349,0.386663,5764.73
8,1000,0.358625,0.386999,5768.55
8,1050,0.329186,0.387275,5772.37
8,1100,0.374988,0.38761,5776.23
8,1150,0.420708,0.38855,5780.05
8,1200,0.532413,0.388452,5783.88
8,1250,0.280925,0.388802,5787.7
8,1300,0.419897,0.389074,5791.55
8,1350,0.404163,0.388957,5795.38
8,1400,0.489836,0.388477,5799.22
8,1450,0.270751,0.38889,5803.04
8,1500,0.327489,0.388434,5806.9
8,1550,0.451259,0.387809,5810.82
8,1600,0.422758,0.388057,5814.69
8,1650,0.493275,0.388143,5818.54
8,1700,0.310322,0.389179,5822.41
8,1750,0.415861,0.38978,5826.27
8,1800,0.307439,0.390187,5830.14
8,1850,0.417041,0.39018,5834.01
8,1900,0.323091,0.390591,5837.86
8,1950,0.55277,0.39081,5841.72
8,2000,0.484179,0.391006,5845.59
8,2050,0.510136,0.391062,5849.46
8,2100,0.528376,0.39063,5853.32
8,2150,0.399086,0.390885,5857.14
8,2200,0.385003,0.390889,5861.02
8,2250,0.296954,0.39081,5864.92
8,2300,0.390235,0.390695,5868.79
8,2350,0.226303,0.390645,5872.66
8,2400,0.562167,0.391747,5876.52
8,2450,0.316235,0.391826,5880.35
8,2500,0.361629,0.391931,5884.17
8,2550,0.358521,0.392062,5887.99
8,2600,0.423502,0.392347,5891.81
8,2650,0.506512,0.392275,5895.63
8,2700,0.610319,0.392545,5899.45
8,2750,0.442089,0.392417,5903.26
8,2800,0.38796,0.392301,5907.1
8,2850,0.427896,0.392472,5910.94
8,2900,0.525466,0.392451,5914.78
8,2950,0.667539,0.392579,5918.6
8,3000,0.297495,0.392676,5922.4
8,3050,0.329459,0.393009,5926.21
8,3100,0.362745,0.392768,5930.02
8,3150,0.30718,0.392717,5933.84
8,3200,0.491651,0.392966,5937.65
8,3250,0.414481,0.3933,5941.46
8,3300,0.455295,0.393274,5945.32
8,3350,0.377027,0.393277,5949.17
8,3400,0.395965,0.392947,5952.99
8,3450,0.38983,0.392928,5956.83
8,3500,0.427618,0.392786,5960.68
8,3550,0.409751,0.393087,5964.53
8,3600,0.397331,0.393178,5968.4
8,3650,0.446533,0.393224,5972.22
8,3700,0.51785,0.393153,5976.03
8,3750,0.31778,0.393077,5979.87
8,3800,0.498858,0.393157,5983.71
8,3850,0.444505,0.393466,5987.53
8,3900,0.457728,0.393697,5991.36
8,3950,0.254395,0.393638,5995.17
8,4000,0.339594,0.39349,5999.01
8,4050,0.393737,0.393386,6002.83
8,4100,0.244955,0.39347,6006.69
8,4150,0.325446,0.393561,6011.95
8,4200,0.454879,0.39354,6017.52
8,4250,0.430194,0.393609,6023.22
8,4300,0.371099,0.393678,6028.93
8,4350,0.45452,0.39371,6034.67
8,4400,0.561812,0.39397,6039.85
8,4450,0.406718,0.393869,6044.58
8,4500,0.438182,0.394137,6049.58
8,4550,0.321845,0.394233,6054.98
8,4600,0.538747,0.394417,6060.41
8,4650,0.495279,0.394629,6065.8
8,4700,0.335526,0.394693,6071.23
8,4750,0.463213,0.394763,6076.82
8,4800,0.34678,0.394752,6082.44
8,4850,0.392622,0.394846,6087.94
8,4900,0.478728,0.394946,6093.52
8,4950,0.414276,0.395014,6099.12
8,5000,0.460267,0.395189,6104.39
8,5050,0.371205,0.395117,6109.24
8,5100,0.401122,0.395142,6113.99
8,5150,0.477595,0.395112,6118.84
8,5200,0.409335,0.395342,6124.09
8,5250,0.453533,0.395394,6129.48
8,5300,0.353586,0.395301,6134.87
8,5350,0.486322,0.395312,6140.42
8,5400,0.337393,0.395427,6145.65
8,5450,0.504519,0.395628,6150.0
8,5500,0.533412,0.395775,6154.26
8,5550,0.350167,0.395917,6158.16
8,5600,0.361994,0.395857,6161.97
8,5650,0.547398,0.395866,6165.76
8,5700,0.322258,0.39585,6169.58
8,5750,0.389785,0.395992,6173.39
8,5800,0.580545,0.395853,6177.19
8,5850,0.453333,0.39577,6180.98
8,5900,0.415219,0.39572,6184.8
8,5950,0.481646,0.395793,6188.68
8,6000,0.729249,0.395785,6192.59
8,6050,0.371734,0.395821,6196.47
8,6100,0.40264,0.395796,6200.43
8,6150,0.515559,0.39581,6204.33
8,6200,0.459902,0.395798,6208.39
8,6250,0.328434,0.395949,6212.2
8,6300,0.339344,0.396004,6215.98
8,6350,0.555152,0.39604,6219.85
8,6400,0.297067,0.396187,6224.5
8,6450,0.534907,0.396169,6229.91
8,6500,0.490193,0.396201,6234.85
8,6550,0.28747,0.396185,6239.47
8,6600,0.407574,0.396138,6244.61
8,6650,0.30328,0.396092,6250.14
8,6700,0.152526,0.396261,6255.68
8,6750,0.337636,0.396241,6260.47
8,6800,0.365531,0.396247,6265.56
8,6850,0.29985,0.39628,6270.49
8,6900,0.469129,0.396187,6275.82
8,6950,0.311526,0.396375,6281.06
8,7000,0.284891,0.396342,6284.94
8,7050,0.475154,0.396562,6288.75
8,7100,0.507049,0.396514,6292.54
8,7150,0.421124,0.39654,6296.35
8,7200,0.417833,0.396666,6300.16
8,7250,0.316314,0.396757,6303.98
8,7300,0.371813,0.396803,6307.79
8,7350,0.452348,0.396824,6311.63
8,7400,0.36227,0.396869,6315.45
8,7450,0.299997,0.396887,6319.29
8,7500,0.467298,0.396867,6323.15
8,7550,0.568719,0.396903,6326.97
8,7600,0.408234,0.396955,6330.79
8,7650,0.364019,0.396998,6334.6
8,7700,0.369072,0.396969,6338.45
8,7750,0.493451,0.397101,6342.28
8,7800,0.319536,0.397032,6346.11
9,0,0.320167,0.320167,6443.02
9,50,0.492687,0.361042,6447.88
9,100,0.33409,0.360806,6453.07
9,150,0.307415,0.361136,6458.47
9,200,0.402391,0.366609,6464.03
9,250,0.358537,0.368308,6469.63
9,300,0.258256,0.370698,6474.39
9,350,0.272933,0.371929,6478.99
9,400,0.427382,0.372524,6483.82
9,450,0.382913,0.373753,6489.21
9,500,0.421776,0.37365,6494.6
9,550,0.509041,0.373756,6499.53
9,600,0.421256,0.375126,6504.91
9,650,0.333191,0.375769,6510.44
9,700,0.473552,0.375749,6515.98
9,750,0.416805,0.375589,6521.26
9,800,0.420408,0.375945,6526.12
9,850,0.364761,0.375629,6531.33
9,900,0.303651,0.375486,6536.58
9,950,0.36965,0.375899,6542.0
9,1000,0.397996,0.375281,6547.4
9,1050,0.429208,0.37509,6552.89
9,1100,0.221122,0.374441,6557.82
9,1150,0.339102,0.375041,6562.35
9,1200,0.423408,0.375494,6567.29
9,1250,0.481801,0.375797,6572.64
9,1300,0.255341,0.375786,6577.95
9,1350,0.531911,0.375518,6582.61
9,1400,0.427208,0.375955,6587.73
9,1450,0.502354,0.376027,6593.14
9,1500,0.520534,0.376806,6598.54
9,1550,0.395167,0.376919,6603.89
9,1600,0.395706,0.377102,6609.37
9,1650,0.358852,0.377109,6614.94
9,1700,0.469484,0.377403,6620.5
9,1750,0.395383,0.378137,6625.33
9,1800,0.519442,0.378366,6630.0
9,1850,0.450179,0.378449,6634.72
9,1900,0.346214,0.378697,6639.33
9,1950,0.337761,0.379089,6643.86
9,2000,0.345328,0.379023,6648.41
9,2050,0.302864,0.379105,6653.01
9,2100,0.297911,0.378877,6657.49
9,2150,0.350551,0.379314,6662.17
9,2200,0.438051,0.37947,6666.61
9,2250,0.293697,0.379683,6671.0
9,2300,0.47877,0.379569,6675.51
9,2350,0.421194,0.379814,6680.04
9,2400,0.378162,0.379581,6684.54
9,2450,0.399594,0.379831,6689.01
9,2500,0.295985,0.380144,6693.51
9,2550,0.376484,0.379844,6698.27
9,2600,0.521498,0.379985,6703.8
9,2650,0.497219,0.380256,6708.89
9,2700,0.31389,0.3802,6713.75
9,2750,0.381883,0.380183,6718.39
9,2800,0.317911,0.380225,6722.91
9,2850,0.263449,0.380137,6727.61
9,2900,0.394277,0.38038,6732.11
9,2950,0.469046,0.380076,6736.58
9,3000,0.431436,0.380103,6741.06
9,3050,0.279812,0.37994,6745.6
9,3100,0.434391,0.379819,6750.25
9,3150,0.422217,0.380028,6754.14
9,3200,0.312452,0.37999,6757.98
9,3250,0.411558,0.379865,6761.86
9,3300,0.366245,0.379723,6765.68
9,3350,0.314103,0.379867,6769.49
9,3400,0.367988,0.380052,6773.29
9,3450,0.404576,0.379892,6777.09
9,3500,0.419711,0.379913,6780.89
9,3550,0.307264,0.379993,6784.69
9,3600,0.301974,0.380053,6788.49
9,3650,0.5038,0.380089,6792.28
9,3700,0.3273,0.380276,6796.08
9,3750,0.446534,0.380371,6799.89
9,3800,0.394731,0.380623,6803.74
9,3850,0.46189,0.380664,6807.57
9,3900,0.381215,0.380621,6811.37
9,3950,0.36368,0.380659,6815.18
9,4000,0.284495,0.380618,6818.99
9,4050,0.503873,0.38091,6822.81
9,4100,0.353691,0.380987,6826.65
9,4150,0.435832,0.381054,6830.48
9,4200,0.36899,0.380913,6835.22
9,4250,0.444892,0.381099,6840.68
9,4300,0.419215,0.381205,6845.75
9,4350,0.34122,0.381303,6849.57
9,4400,0.388331,0.381535,6853.4
9,4450,0.275,0.381415,6857.2
9,4500,0.334284,0.381664,6861.03
9,4550,0.46833,0.381857,6864.86
9,4600,0.350177,0.382328,6868.67
9,4650,0.353653,0.382384,6872.47
9,4700,0.165856,0.382342,6876.28
9,4750,0.231713,0.38228,6880.08
9,4800,0.431431,0.382278,6883.88
9,4850,0.362784,0.382181,6887.67
9,4900,0.307263,0.382258,6891.46
9,4950,0.411357,0.382549,6895.25
9,5000,0.456835,0.382737,6899.03
9,5050,0.304552,0.3828,6902.81
9,5100,0.332325,0.383001,6906.6
9,5150,0.23907,0.382958,6910.4
9,5200,0.421284,0.382948,6914.2
9,5250,0.546649,0.382965,6917.99
9,5300,0.324623,0.38312,6921.81
9,5350,0.374009,0.383222,6925.64
9,5400,0.36112,0.38334,6929.48
9,5450,0.390355,0.383358,6933.31
9,5500,0.495524,0.383519,6937.13
9,5550,0.404877,0.383685,6940.96
9,5600,0.456381,0.383784,6944.78
9,5650,0.443296,0.38379,6948.6
9,5700,0.299421,0.38388,6952.39
9,5750,0.333787,0.38403,6956.21
9,5800,0.50162,0.38398,6960.02
9,5850,0.22375,0.383984,6963.85
9,5900,0.53943,0.384161,6967.69
9,5950,0.446896,0.384169,6971.5
9,6000,0.3963,0.384176,6975.3
9,6050,0.572292,0.384247,6979.09
9,6100,0.466099,0.38423,6982.89
9,6150,0.310086,0.38412,6986.68
9,6200,0.377704,0.384167,6990.53
9,6250,0.295214,0.383955,6994.36
9,6300,0.409832,0.384041,6998.18
9,6350,0.236198,0.384,7001.97
9,6400,0.350416,0.384054,7005.76
9,6450,0.397065,0.383968,7009.55
9,6500,0.349355,0.383922,7013.38
9,6550,0.548591,0.383984,7017.18
9,6600,0.337107,0.383889,7021.02
9,6650,0.451355,0.383959,7024.84
9,6700,0.469569,0.384048,7028.63
9,6750,0.509238,0.38411,7032.43
9,6800,0.460078,0.38414,7036.23
9,6850,0.370842,0.384157,7040.02
9,6900,0.337491,0.384212,7043.81
9,6950,0.428468,0.384193,7047.61
9,7000,0.487302,0.384172,7051.42
9,7050,0.442941,0.384158,7055.26
9,7100,0.321413,0.384067,7059.14
9,7150,0.506846,0.383901,7063.01
9,7200,0.557898,0.384036,7066.84
9,7250,0.444325,0.383999,7070.64
9,7300,0.399964,0.384012,7074.43
9,7350,0.35675,0.384007,7078.22
9,7400,0.315665,0.384023,7082.05
9,7450,0.403748,0.384144,7085.88
9,7500,0.385429,0.384174,7089.69
9,7550,0.463925,0.384266,7093.49
9,7600,0.337901,0.384261,7097.3
9,7650,0.436036,0.384211,7101.1
9,7700,0.416282,0.384126,7104.9
9,7750,0.384094,0.384073,7108.71
9,7800,0.298766,0.384092,7112.51
10,0,0.347026,0.347026,7196.36
